week_start_date,sku_id,outlet_id,units_sold,returns,promotional_flag
2023-02-20,SKU-001,OL-278,35,0,0
2023-02-20,SKU-001,OL-112,34,0,0
2023-02-20,SKU-001,OL-038,29,0,0
2023-02-20,SKU-001,OL-118,49,0,0
2023-02-20,SKU-001,OL-078,41,0,0
2023-02-20,SKU-001,OL-049,34,0,0
2023-02-20,SKU-001,OL-270,22,0,0
2023-02-20,SKU-001,OL-057,35,0,0
2023-02-27,SKU-001,OL-078,43,0,0
2023-02-27,SKU-001,OL-054,26,0,0
2023-02-27,SKU-001,OL-112,29,0,0
2023-02-27,SKU-001,OL-223,36,0,0
2023-02-27,SKU-001,OL-007,38,0,0
2023-02-27,SKU-001,OL-222,29,0,0
2023-02-27,SKU-001,OL-076,29,0,0
2023-02-27,SKU-001,OL-146,36,0,0
2023-02-27,SKU-001,OL-303,35,0,0
2023-02-27,SKU-001,OL-142,37,0,0
2023-02-27,SKU-001,OL-137,36,0,0
2023-02-27,SKU-001,OL-239,30,0,0
2023-02-27,SKU-001,OL-094,24,0,0
2023-02-27,SKU-001,OL-256,0,0,0
2023-02-27,SKU-001,OL-070,24,0,0
2023-03-06,SKU-001,OL-192,37,0,0
2023-03-06,SKU-001,OL-154,25,0,0
2023-03-06,SKU-001,OL-024,37,0,0
2023-03-06,SKU-001,OL-226,29,0,0
2023-03-06,SKU-001,OL-253,34,0,0
2023-03-06,SKU-001,OL-130,47,0,0
2023-03-06,SKU-001,OL-276,33,0,0
2023-03-06,SKU-001,OL-272,34,0,0
2023-03-06,SKU-001,OL-038,35,0,0
2023-03-06,SKU-001,OL-213,28,0,0
2023-03-06,SKU-001,OL-260,30,0,0
2023-03-06,SKU-001,OL-078,32,0,0
2023-03-06,SKU-001,OL-006,34,0,0
2023-03-06,SKU-001,OL-143,30,0,0
2023-03-06,SKU-001,OL-111,31,0,0
2023-03-13,SKU-001,OL-267,36,0,0
2023-03-13,SKU-001,OL-128,25,0,0
2023-03-13,SKU-001,OL-125,25,0,0
2023-03-13,SKU-001,OL-183,0,0,0
2023-03-13,SKU-001,OL-194,33,0,0
2023-03-13,SKU-001,OL-195,35,0,0
2023-03-13,SKU-001,OL-127,32,0,0
2023-03-13,SKU-001,OL-266,40,0,0
2023-03-13,SKU-001,OL-265,25,0,0
2023-03-13,SKU-001,OL-086,34,0,0
2023-03-13,SKU-001,OL-262,23,0,0
2023-03-13,SKU-001,OL-085,24,0,0
2023-03-13,SKU-001,OL-093,34,0,0
2023-03-13,SKU-001,OL-229,35,0,0
2023-03-13,SKU-001,OL-005,36,0,0
2023-03-20,SKU-001,OL-290,0,0,0
2023-03-20,SKU-001,OL-224,34,0,0
2023-03-20,SKU-001,OL-067,31,0,0
2023-03-20,SKU-001,OL-077,32,0,0
2023-03-20,SKU-001,OL-297,36,0,0
2023-03-20,SKU-001,OL-096,30,0,0
2023-03-20,SKU-001,OL-117,37,0,0
2023-03-20,SKU-001,OL-145,36,0,0
2023-03-20,SKU-001,OL-212,38,0,0
2023-03-20,SKU-001,OL-247,31,0,0
2023-03-20,SKU-001,OL-055,28,0,0
2023-03-20,SKU-001,OL-277,31,0,0
2023-03-20,SKU-001,OL-155,30,0,0
2023-03-20,SKU-001,OL-140,26,0,0
2023-03-20,SKU-001,OL-214,30,0,0
2023-03-27,SKU-001,OL-153,25,0,0
2023-03-27,SKU-001,OL-119,31,0,0
2023-03-27,SKU-001,OL-279,36,0,0
2023-03-27,SKU-001,OL-122,36,0,0
2023-03-27,SKU-001,OL-316,26,0,0
2023-03-27,SKU-001,OL-227,35,0,0
2023-03-27,SKU-001,OL-164,31,0,0
2023-03-27,SKU-001,OL-001,25,0,0
2023-03-27,SKU-001,OL-176,26,0,0
2023-03-27,SKU-001,OL-113,28,0,0
2023-03-27,SKU-001,OL-008,34,0,0
2023-03-27,SKU-001,OL-282,41,0,0
2023-03-27,SKU-001,OL-099,30,0,0
2023-03-27,SKU-001,OL-109,34,0,0
2023-03-27,SKU-001,OL-193,34,0,0
2023-04-03,SKU-001,OL-238,31,0,0
2023-04-03,SKU-001,OL-069,26,0,0
2023-04-03,SKU-001,OL-143,32,0,0
2023-04-03,SKU-001,OL-140,0,0,0
2023-04-03,SKU-001,OL-225,39,0,0
2023-04-03,SKU-001,OL-178,33,0,0
2023-04-03,SKU-001,OL-104,39,0,0
2023-04-03,SKU-001,OL-284,51,0,0
2023-04-03,SKU-001,OL-230,37,0,0
2023-04-03,SKU-001,OL-299,31,0,0
2023-04-03,SKU-001,OL-319,34,0,0
2023-04-03,SKU-001,OL-018,36,0,0
2023-04-03,SKU-001,OL-046,29,0,0
2023-04-03,SKU-001,OL-145,32,0,0
2023-04-03,SKU-001,OL-266,31,0,0
2023-04-10,SKU-001,OL-102,0,0,0
2023-04-10,SKU-001,OL-149,31,0,0
2023-04-10,SKU-001,OL-098,32,0,0
2023-04-10,SKU-001,OL-125,34,0,0
2023-04-10,SKU-001,OL-180,39,0,0
2023-04-10,SKU-001,OL-236,39,0,0
2023-04-10,SKU-001,OL-263,38,0,0
2023-04-10,SKU-001,OL-153,34,0,0
2023-04-10,SKU-001,OL-113,28,0,0
2023-04-10,SKU-001,OL-234,34,0,0
2023-04-10,SKU-001,OL-021,21,0,0
2023-04-10,SKU-001,OL-036,38,0,0
2023-04-10,SKU-001,OL-038,28,0,0
2023-04-10,SKU-001,OL-260,23,0,0
2023-04-10,SKU-001,OL-024,26,0,0
2023-04-17,SKU-001,OL-288,27,0,0
2023-04-17,SKU-001,OL-159,20,0,0
2023-04-17,SKU-001,OL-083,0,0,0
2023-04-17,SKU-001,OL-314,31,0,0
2023-04-17,SKU-001,OL-189,26,0,0
2023-04-17,SKU-001,OL-124,22,0,0
2023-04-17,SKU-001,OL-104,34,0,0
2023-04-17,SKU-001,OL-237,41,0,0
2023-04-17,SKU-001,OL-053,47,0,0
2023-04-17,SKU-001,OL-264,0,0,0
2023-04-17,SKU-001,OL-301,27,0,0
2023-04-17,SKU-001,OL-131,35,0,0
2023-04-17,SKU-001,OL-096,45,0,0
2023-04-17,SKU-001,OL-275,29,0,0
2023-04-17,SKU-001,OL-145,0,0,0
2023-04-24,SKU-001,OL-051,25,0,0
2023-04-24,SKU-001,OL-146,28,0,0
2023-04-24,SKU-001,OL-269,0,0,0
2023-04-24,SKU-001,OL-154,31,0,0
2023-04-24,SKU-001,OL-278,23,0,0
2023-04-24,SKU-001,OL-310,36,0,0
2023-04-24,SKU-001,OL-160,0,0,0
2023-04-24,SKU-001,OL-199,31,0,0
2023-04-24,SKU-001,OL-169,30,0,0
2023-04-24,SKU-001,OL-135,35,0,0
2023-04-24,SKU-001,OL-038,30,0,0
2023-04-24,SKU-001,OL-035,28,0,0
2023-04-24,SKU-001,OL-093,27,0,0
2023-04-24,SKU-001,OL-142,36,0,0
2023-04-24,SKU-001,OL-090,33,0,0
2023-05-01,SKU-001,OL-006,23,0,0
2023-05-01,SKU-001,OL-229,30,0,0
2023-05-01,SKU-001,OL-247,28,0,0
2023-05-01,SKU-001,OL-039,27,0,0
2023-05-01,SKU-001,OL-141,30,0,0
2023-05-01,SKU-001,OL-308,32,0,0
2023-05-01,SKU-001,OL-246,39,0,0
2023-05-01,SKU-001,OL-203,40,0,0
2023-05-01,SKU-001,OL-150,0,0,0
2023-05-01,SKU-001,OL-074,32,0,0
2023-05-01,SKU-001,OL-119,31,0,0
2023-05-01,SKU-001,OL-313,36,0,0
2023-05-01,SKU-001,OL-055,25,0,0
2023-05-01,SKU-001,OL-253,28,0,0
2023-05-01,SKU-001,OL-024,36,0,0
2023-05-08,SKU-001,OL-108,32,0,0
2023-05-08,SKU-001,OL-016,35,0,0
2023-05-08,SKU-001,OL-164,26,0,0
2023-05-08,SKU-001,OL-247,34,0,0
2023-05-08,SKU-001,OL-226,28,0,0
2023-05-08,SKU-001,OL-218,38,0,0
2023-05-08,SKU-001,OL-045,29,0,0
2023-05-08,SKU-001,OL-149,34,0,0
2023-05-08,SKU-001,OL-007,37,0,0
2023-05-08,SKU-001,OL-197,33,0,0
2023-05-08,SKU-001,OL-300,29,0,0
2023-05-08,SKU-001,OL-079,35,0,0
2023-05-08,SKU-001,OL-201,29,0,0
2023-05-08,SKU-001,OL-012,33,0,0
2023-05-08,SKU-001,OL-023,37,0,0
2023-05-15,SKU-001,OL-263,34,0,0
2023-05-15,SKU-001,OL-131,27,0,0
2023-05-15,SKU-001,OL-258,24,0,0
2023-05-15,SKU-001,OL-108,0,0,0
2023-05-15,SKU-001,OL-309,33,0,0
2023-05-15,SKU-001,OL-255,27,0,0
2023-05-15,SKU-001,OL-068,40,0,0
2023-05-15,SKU-001,OL-001,0,0,0
2023-05-15,SKU-001,OL-021,39,0,0
2023-05-15,SKU-001,OL-201,34,0,0
2023-05-15,SKU-001,OL-218,29,0,0
2023-05-15,SKU-001,OL-109,28,0,0
2023-05-15,SKU-001,OL-067,34,0,0
2023-05-15,SKU-001,OL-317,32,0,0
2023-05-15,SKU-001,OL-172,23,0,0
2023-05-22,SKU-001,OL-120,27,0,0
2023-05-22,SKU-001,OL-160,0,0,0
2023-05-22,SKU-001,OL-094,31,0,0
2023-05-22,SKU-001,OL-162,36,0,0
2023-05-22,SKU-001,OL-303,44,0,0
2023-05-22,SKU-001,OL-182,32,0,0
2023-05-22,SKU-001,OL-039,36,0,0
2023-05-22,SKU-001,OL-081,37,0,0
2023-05-22,SKU-001,OL-080,41,0,0
2023-05-22,SKU-001,OL-286,29,0,0
2023-05-22,SKU-001,OL-207,0,0,0
2023-05-22,SKU-001,OL-299,33,0,0
2023-05-22,SKU-001,OL-171,28,0,0
2023-05-22,SKU-001,OL-073,38,0,0
2023-05-22,SKU-001,OL-300,31,0,0
2023-05-29,SKU-001,OL-109,44,0,0
2023-05-29,SKU-001,OL-012,38,0,0
2023-05-29,SKU-001,OL-092,31,0,0
2023-05-29,SKU-001,OL-081,36,0,0
2023-05-29,SKU-001,OL-016,34,0,0
2023-05-29,SKU-001,OL-119,33,0,0
2023-05-29,SKU-001,OL-232,32,0,0
2023-05-29,SKU-001,OL-126,37,0,0
2023-05-29,SKU-001,OL-178,31,0,0
2023-05-29,SKU-001,OL-155,27,0,0
2023-05-29,SKU-001,OL-022,42,0,0
2023-05-29,SKU-001,OL-188,40,0,0
2023-05-29,SKU-001,OL-120,47,0,0
2023-05-29,SKU-001,OL-103,30,0,0
2023-05-29,SKU-001,OL-130,33,0,0
2023-06-05,SKU-001,OL-230,28,0,0
2023-06-05,SKU-001,OL-005,29,0,0
2023-06-05,SKU-001,OL-057,40,0,0
2023-06-05,SKU-001,OL-222,26,0,0
2023-06-05,SKU-001,OL-080,45,0,0
2023-06-05,SKU-001,OL-150,30,0,0
2023-06-05,SKU-001,OL-131,35,0,0
2023-06-05,SKU-001,OL-138,25,0,0
2023-06-05,SKU-001,OL-177,30,0,0
2023-06-05,SKU-001,OL-037,37,0,0
2023-06-05,SKU-001,OL-203,45,0,0
2023-06-05,SKU-001,OL-211,40,0,0
2023-06-05,SKU-001,OL-043,37,0,0
2023-06-05,SKU-001,OL-111,36,0,0
2023-06-05,SKU-001,OL-251,41,0,0
2023-06-12,SKU-001,OL-271,21,0,0
2023-06-12,SKU-001,OL-228,33,0,0
2023-06-12,SKU-001,OL-030,31,0,0
2023-06-12,SKU-001,OL-007,39,0,0
2023-06-12,SKU-001,OL-225,27,0,0
2023-06-12,SKU-001,OL-138,0,0,0
2023-06-12,SKU-001,OL-314,32,0,0
2023-06-12,SKU-001,OL-284,0,0,0
2023-06-12,SKU-001,OL-311,36,0,0
2023-06-12,SKU-001,OL-317,31,0,0
2023-06-12,SKU-001,OL-312,37,0,0
2023-06-12,SKU-001,OL-213,31,0,0
2023-06-12,SKU-001,OL-047,36,0,0
2023-06-12,SKU-001,OL-282,29,0,0
2023-06-12,SKU-001,OL-021,45,0,0
2023-06-19,SKU-001,OL-212,38,0,0
2023-06-19,SKU-001,OL-251,26,0,0
2023-06-19,SKU-001,OL-320,31,0,0
2023-06-19,SKU-001,OL-090,30,0,0
2023-06-19,SKU-001,OL-122,32,0,0
2023-06-19,SKU-001,OL-258,33,0,0
2023-06-19,SKU-001,OL-219,28,0,0
2023-06-19,SKU-001,OL-184,36,0,0
2023-06-19,SKU-001,OL-273,31,0,0
2023-06-19,SKU-001,OL-068,38,0,0
2023-06-19,SKU-001,OL-208,39,0,0
2023-06-19,SKU-001,OL-120,32,0,0
2023-06-19,SKU-001,OL-014,29,0,0
2023-06-19,SKU-001,OL-050,33,0,0
2023-06-19,SKU-001,OL-193,32,0,0
2023-06-26,SKU-001,OL-103,30,0,0
2023-06-26,SKU-001,OL-150,27,0,0
2023-06-26,SKU-001,OL-015,28,0,0
2023-06-26,SKU-001,OL-319,37,0,0
2023-06-26,SKU-001,OL-227,25,0,0
2023-06-26,SKU-001,OL-061,32,0,0
2023-06-26,SKU-001,OL-275,33,0,0
2023-06-26,SKU-001,OL-048,31,0,0
2023-06-26,SKU-001,OL-138,37,0,0
2023-06-26,SKU-001,OL-274,0,0,0
2023-06-26,SKU-001,OL-190,27,0,0
2023-06-26,SKU-001,OL-158,31,0,0
2023-06-26,SKU-001,OL-118,30,0,0
2023-06-26,SKU-001,OL-206,36,0,0
2023-06-26,SKU-001,OL-075,38,0,0
2023-07-03,SKU-001,OL-030,40,0,0
2023-07-03,SKU-001,OL-140,37,0,0
2023-07-03,SKU-001,OL-316,28,0,0
2023-07-03,SKU-001,OL-260,30,0,0
2023-07-03,SKU-001,OL-262,28,0,0
2023-07-03,SKU-001,OL-207,22,0,0
2023-07-03,SKU-001,OL-150,34,0,0
2023-07-03,SKU-001,OL-182,32,0,0
2023-07-03,SKU-001,OL-114,33,0,0
2023-07-03,SKU-001,OL-258,21,0,0
2023-07-03,SKU-001,OL-217,29,0,0
2023-07-03,SKU-001,OL-287,26,0,0
2023-07-03,SKU-001,OL-314,25,0,0
2023-07-03,SKU-001,OL-162,25,0,0
2023-07-03,SKU-001,OL-055,42,0,0
2023-07-10,SKU-001,OL-121,39,0,0
2023-07-10,SKU-001,OL-286,28,0,0
2023-07-10,SKU-001,OL-110,27,0,0
2023-07-10,SKU-001,OL-265,42,0,0
2023-07-10,SKU-001,OL-158,41,0,0
2023-07-10,SKU-001,OL-201,29,0,0
2023-07-10,SKU-001,OL-032,31,0,0
2023-07-10,SKU-001,OL-231,34,0,0
2023-07-10,SKU-001,OL-148,36,0,0
2023-07-10,SKU-001,OL-299,30,0,0
2023-07-10,SKU-001,OL-037,38,0,0
2023-07-10,SKU-001,OL-202,35,0,0
2023-07-10,SKU-001,OL-268,34,0,0
2023-07-10,SKU-001,OL-064,31,0,0
2023-07-10,SKU-001,OL-163,18,0,0
2023-07-17,SKU-001,OL-111,30,0,0
2023-07-17,SKU-001,OL-209,27,0,0
2023-07-17,SKU-001,OL-129,0,0,0
2023-07-17,SKU-001,OL-221,38,0,0
2023-07-17,SKU-001,OL-095,38,0,0
2023-07-17,SKU-001,OL-292,35,0,0
2023-07-17,SKU-001,OL-196,35,0,0
2023-07-17,SKU-001,OL-293,22,0,0
2023-07-17,SKU-001,OL-029,30,0,0
2023-07-17,SKU-001,OL-177,30,0,0
2023-07-17,SKU-001,OL-160,35,0,0
2023-07-17,SKU-001,OL-175,31,0,0
2023-07-17,SKU-001,OL-093,27,0,0
2023-07-17,SKU-001,OL-039,29,0,0
2023-07-17,SKU-001,OL-302,35,0,0
2023-07-24,SKU-001,OL-005,31,0,0
2023-07-24,SKU-001,OL-003,27,0,0
2023-07-24,SKU-001,OL-317,39,0,0
2023-07-24,SKU-001,OL-148,25,0,0
2023-07-24,SKU-001,OL-004,30,0,0
2023-07-24,SKU-001,OL-154,30,0,0
2023-07-24,SKU-001,OL-125,35,0,0
2023-07-24,SKU-001,OL-230,31,0,0
2023-07-24,SKU-001,OL-281,26,0,0
2023-07-24,SKU-001,OL-052,24,0,0
2023-07-24,SKU-001,OL-146,25,0,0
2023-07-24,SKU-001,OL-036,43,0,0
2023-07-24,SKU-001,OL-060,49,0,0
2023-07-24,SKU-001,OL-299,37,0,0
2023-07-24,SKU-001,OL-192,41,0,0
2023-07-31,SKU-001,OL-301,34,0,0
2023-07-31,SKU-001,OL-117,30,0,0
2023-07-31,SKU-001,OL-125,0,0,0
2023-07-31,SKU-001,OL-038,46,0,0
2023-07-31,SKU-001,OL-109,35,0,0
2023-07-31,SKU-001,OL-269,0,0,0
2023-07-31,SKU-001,OL-221,32,0,0
2023-07-31,SKU-001,OL-102,32,0,0
2023-07-31,SKU-001,OL-148,48,0,0
2023-07-31,SKU-001,OL-295,33,0,0
2023-07-31,SKU-001,OL-070,42,0,0
2023-07-31,SKU-001,OL-111,30,0,0
2023-07-31,SKU-001,OL-166,40,0,0
2023-07-31,SKU-001,OL-069,35,0,0
2023-07-31,SKU-001,OL-143,31,0,0
2023-08-07,SKU-001,OL-150,31,0,0
2023-08-07,SKU-001,OL-133,32,0,0
2023-08-07,SKU-001,OL-056,30,0,0
2023-08-07,SKU-001,OL-134,27,0,0
2023-08-07,SKU-001,OL-301,34,0,0
2023-08-07,SKU-001,OL-101,29,0,0
2023-08-07,SKU-001,OL-003,33,0,0
2023-08-07,SKU-001,OL-016,47,0,0
2023-08-07,SKU-001,OL-038,33,0,0
2023-08-07,SKU-001,OL-189,33,0,0
2023-08-07,SKU-001,OL-001,28,0,0
2023-08-07,SKU-001,OL-112,25,0,0
2023-08-07,SKU-001,OL-287,36,0,0
2023-08-07,SKU-001,OL-094,34,0,0
2023-08-07,SKU-001,OL-131,37,0,0
2023-08-14,SKU-001,OL-020,0,0,0
2023-08-14,SKU-001,OL-030,30,0,0
2023-08-14,SKU-001,OL-076,25,0,0
2023-08-14,SKU-001,OL-003,39,0,0
2023-08-14,SKU-001,OL-115,0,0,0
2023-08-14,SKU-001,OL-087,40,0,0
2023-08-14,SKU-001,OL-266,40,0,0
2023-08-14,SKU-001,OL-254,27,0,0
2023-08-14,SKU-001,OL-027,26,0,0
2023-08-14,SKU-001,OL-227,34,0,0
2023-08-14,SKU-001,OL-268,27,0,0
2023-08-14,SKU-001,OL-296,19,0,0
2023-08-14,SKU-001,OL-197,34,0,0
2023-08-14,SKU-001,OL-035,36,0,0
2023-08-14,SKU-001,OL-246,46,0,0
2023-08-21,SKU-001,OL-172,44,0,0
2023-08-21,SKU-001,OL-205,29,0,0
2023-08-21,SKU-001,OL-020,37,0,0
2023-08-21,SKU-001,OL-071,29,0,0
2023-08-21,SKU-001,OL-200,34,0,0
2023-08-21,SKU-001,OL-244,0,0,0
2023-08-21,SKU-001,OL-160,0,0,0
2023-08-21,SKU-001,OL-052,27,0,0
2023-08-21,SKU-001,OL-089,35,0,0
2023-08-21,SKU-001,OL-042,33,0,0
2023-08-21,SKU-001,OL-203,30,0,0
2023-08-21,SKU-001,OL-113,27,0,0
2023-08-21,SKU-001,OL-261,27,0,0
2023-08-21,SKU-001,OL-085,0,0,0
2023-08-21,SKU-001,OL-129,0,0,0
2023-08-28,SKU-001,OL-023,34,0,0
2023-08-28,SKU-001,OL-279,33,0,0
2023-08-28,SKU-001,OL-217,37,0,0
2023-08-28,SKU-001,OL-207,0,0,0
2023-08-28,SKU-001,OL-153,43,0,0
2023-08-28,SKU-001,OL-253,34,0,0
2023-08-28,SKU-001,OL-272,0,0,0
2023-08-28,SKU-001,OL-215,35,0,0
2023-08-28,SKU-001,OL-097,33,0,0
2023-08-28,SKU-001,OL-187,23,0,0
2023-08-28,SKU-001,OL-304,40,0,0
2023-08-28,SKU-001,OL-138,27,0,0
2023-08-28,SKU-001,OL-128,38,0,0
2023-08-28,SKU-001,OL-008,34,0,0
2023-08-28,SKU-001,OL-039,18,0,0
2023-09-04,SKU-001,OL-162,39,0,0
2023-09-04,SKU-001,OL-125,40,0,0
2023-09-04,SKU-001,OL-099,32,0,0
2023-09-04,SKU-001,OL-087,32,0,0
2023-09-04,SKU-001,OL-137,34,0,0
2023-09-04,SKU-001,OL-127,30,0,0
2023-09-04,SKU-001,OL-101,31,0,0
2023-09-04,SKU-001,OL-168,35,0,0
2023-09-04,SKU-001,OL-010,29,0,0
2023-09-04,SKU-001,OL-202,32,0,0
2023-09-04,SKU-001,OL-295,38,0,0
2023-09-04,SKU-001,OL-270,30,0,0
2023-09-04,SKU-001,OL-149,21,0,0
2023-09-04,SKU-001,OL-156,42,0,0
2023-09-04,SKU-001,OL-319,34,0,0
2023-09-11,SKU-001,OL-119,30,0,0
2023-09-11,SKU-001,OL-054,0,0,0
2023-09-11,SKU-001,OL-306,24,0,0
2023-09-11,SKU-001,OL-097,48,0,0
2023-09-11,SKU-001,OL-197,35,0,0
2023-09-11,SKU-001,OL-196,34,0,0
2023-09-11,SKU-001,OL-228,34,0,0
2023-09-11,SKU-001,OL-048,31,0,0
2023-09-11,SKU-001,OL-047,35,0,0
2023-09-11,SKU-001,OL-205,30,0,0
2023-09-11,SKU-001,OL-085,42,0,0
2023-09-11,SKU-001,OL-184,36,0,0
2023-09-11,SKU-001,OL-104,27,0,0
2023-09-11,SKU-001,OL-172,32,0,0
2023-09-11,SKU-001,OL-092,35,0,0
2023-09-18,SKU-001,OL-277,30,0,0
2023-09-18,SKU-001,OL-252,28,0,0
2023-09-18,SKU-001,OL-181,27,0,0
2023-09-18,SKU-001,OL-097,32,0,0
2023-09-18,SKU-001,OL-233,32,0,0
2023-09-18,SKU-001,OL-153,41,0,0
2023-09-18,SKU-001,OL-055,34,0,0
2023-09-18,SKU-001,OL-090,31,0,0
2023-09-18,SKU-001,OL-214,36,0,0
2023-09-18,SKU-001,OL-010,44,0,0
2023-09-18,SKU-001,OL-013,30,0,0
2023-09-18,SKU-001,OL-083,27,0,0
2023-09-18,SKU-001,OL-217,37,0,0
2023-09-18,SKU-001,OL-225,31,0,0
2023-09-18,SKU-001,OL-137,35,0,0
2023-09-25,SKU-001,OL-103,39,0,0
2023-09-25,SKU-001,OL-071,40,0,0
2023-09-25,SKU-001,OL-216,45,0,0
2023-09-25,SKU-001,OL-156,30,0,0
2023-09-25,SKU-001,OL-043,31,0,0
2023-09-25,SKU-001,OL-247,32,0,0
2023-09-25,SKU-001,OL-082,28,0,0
2023-09-25,SKU-001,OL-095,29,0,0
2023-09-25,SKU-001,OL-185,27,0,0
2023-09-25,SKU-001,OL-186,31,0,0
2023-09-25,SKU-001,OL-062,34,0,0
2023-09-25,SKU-001,OL-150,26,0,0
2023-09-25,SKU-001,OL-179,36,0,0
2023-09-25,SKU-001,OL-284,36,0,0
2023-09-25,SKU-001,OL-261,33,0,0
2023-10-02,SKU-001,OL-251,64,0,0
2023-10-02,SKU-001,OL-051,0,0,0
2023-10-02,SKU-001,OL-221,0,0,0
2023-10-02,SKU-001,OL-284,58,1,0
2023-10-02,SKU-001,OL-270,57,0,0
2023-10-02,SKU-001,OL-030,96,0,1
2023-10-02,SKU-001,OL-055,69,0,0
2023-10-02,SKU-001,OL-242,45,0,0
2023-10-02,SKU-001,OL-235,57,0,0
2023-10-02,SKU-001,OL-045,52,0,0
2023-10-02,SKU-001,OL-315,61,0,0
2023-10-02,SKU-001,OL-280,81,0,1
2023-10-02,SKU-001,OL-222,69,0,0
2023-10-02,SKU-001,OL-305,78,1,1
2023-10-02,SKU-001,OL-201,55,0,0
2023-10-09,SKU-001,OL-164,69,0,0
2023-10-09,SKU-001,OL-208,90,1,1
2023-10-09,SKU-001,OL-227,86,0,0
2023-10-09,SKU-001,OL-104,68,0,0
2023-10-09,SKU-001,OL-058,56,0,0
2023-10-09,SKU-001,OL-055,64,0,0
2023-10-09,SKU-001,OL-025,72,0,1
2023-10-09,SKU-001,OL-064,76,0,0
2023-10-09,SKU-001,OL-239,68,1,0
2023-10-09,SKU-001,OL-197,102,0,1
2023-10-09,SKU-001,OL-198,77,0,0
2023-10-09,SKU-001,OL-002,68,1,0
2023-10-09,SKU-001,OL-094,69,0,0
2023-10-09,SKU-001,OL-226,65,0,0
2023-10-09,SKU-001,OL-047,126,0,1
2023-10-16,SKU-001,OL-251,63,0,0
2023-10-16,SKU-001,OL-285,53,0,0
2023-10-16,SKU-001,OL-020,85,0,1
2023-10-16,SKU-001,OL-062,46,0,0
2023-10-16,SKU-001,OL-267,49,0,0
2023-10-16,SKU-001,OL-249,61,0,0
2023-10-16,SKU-001,OL-050,57,0,0
2023-10-16,SKU-001,OL-167,50,0,0
2023-10-16,SKU-001,OL-046,88,1,1
2023-10-16,SKU-001,OL-117,75,0,0
2023-10-16,SKU-001,OL-005,50,0,0
2023-10-16,SKU-001,OL-003,0,0,0
2023-10-16,SKU-001,OL-203,61,0,0
2023-10-16,SKU-001,OL-097,0,0,0
2023-10-16,SKU-001,OL-152,63,0,0
2023-10-23,SKU-001,OL-214,108,1,1
2023-10-23,SKU-001,OL-126,65,0,0
2023-10-23,SKU-001,OL-173,64,0,0
2023-10-23,SKU-001,OL-153,65,0,0
2023-10-23,SKU-001,OL-057,69,1,0
2023-10-23,SKU-001,OL-222,60,0,0
2023-10-23,SKU-001,OL-228,61,0,0
2023-10-23,SKU-001,OL-270,93,1,1
2023-10-23,SKU-001,OL-171,64,0,0
2023-10-23,SKU-001,OL-114,71,0,0
2023-10-23,SKU-001,OL-014,84,1,1
2023-10-23,SKU-001,OL-142,57,0,0
2023-10-23,SKU-001,OL-156,66,0,0
2023-10-23,SKU-001,OL-161,61,0,0
2023-10-23,SKU-001,OL-199,64,0,0
2023-10-30,SKU-001,OL-179,26,0,0
2023-10-30,SKU-001,OL-171,40,0,0
2023-10-30,SKU-001,OL-173,55,0,1
2023-10-30,SKU-001,OL-034,24,0,0
2023-10-30,SKU-001,OL-135,46,0,1
2023-10-30,SKU-001,OL-221,47,0,0
2023-10-30,SKU-001,OL-185,30,0,0
2023-10-30,SKU-001,OL-311,0,0,0
2023-10-30,SKU-001,OL-301,30,0,0
2023-10-30,SKU-001,OL-259,0,0,1
2023-10-30,SKU-001,OL-118,0,0,1
2023-10-30,SKU-001,OL-317,20,0,0
2023-10-30,SKU-001,OL-138,30,0,0
2023-10-30,SKU-001,OL-103,49,0,1
2023-10-30,SKU-001,OL-030,27,0,0
2023-11-06,SKU-001,OL-311,48,0,0
2023-11-06,SKU-001,OL-021,53,0,0
2023-11-06,SKU-001,OL-299,52,0,0
2023-11-06,SKU-001,OL-028,53,1,0
2023-11-06,SKU-001,OL-158,76,0,1
2023-11-06,SKU-001,OL-084,43,0,0
2023-11-06,SKU-001,OL-126,49,0,0
2023-11-06,SKU-001,OL-077,37,0,0
2023-11-06,SKU-001,OL-210,69,0,1
2023-11-06,SKU-001,OL-212,50,0,0
2023-11-06,SKU-001,OL-115,45,0,0
2023-11-06,SKU-001,OL-144,64,0,1
2023-11-06,SKU-001,OL-179,54,0,0
2023-11-06,SKU-001,OL-206,70,0,1
2023-11-06,SKU-001,OL-159,56,0,0
2023-11-13,SKU-001,OL-290,31,0,0
2023-11-13,SKU-001,OL-165,38,0,0
2023-11-13,SKU-001,OL-249,51,0,0
2023-11-13,SKU-001,OL-157,70,0,1
2023-11-13,SKU-001,OL-109,30,0,0
2023-11-13,SKU-001,OL-270,39,0,0
2023-11-13,SKU-001,OL-074,48,0,0
2023-11-13,SKU-001,OL-220,75,1,1
2023-11-13,SKU-001,OL-255,42,0,0
2023-11-13,SKU-001,OL-271,37,0,0
2023-11-13,SKU-001,OL-077,67,0,1
2023-11-13,SKU-001,OL-287,35,0,0
2023-11-13,SKU-001,OL-082,44,0,0
2023-11-13,SKU-001,OL-226,42,0,0
2023-11-13,SKU-001,OL-181,66,1,1
2023-11-20,SKU-001,OL-007,34,0,0
2023-11-20,SKU-001,OL-312,33,0,0
2023-11-20,SKU-001,OL-092,28,0,0
2023-11-20,SKU-001,OL-197,30,0,0
